task_id,user_id_1,user_id_2,filename_1,filename_2,overlap_percentage
E,nto-24-507-117330417,nto-24-525-117330435,test_data_1/nto-24-507-117330417/E-109495861-python3_docker-TimeLimitExceeded.py,test_data_1/nto-24-525-117330435/E-109505677-python3_docker-TimeLimitExceeded.py,84.50704225352112
E,nto-24-507-117330417,nto-24-525-117330435,test_data_1/nto-24-507-117330417/E-109496129-python3_docker-TimeLimitExceeded.py,test_data_1/nto-24-525-117330435/E-109505677-python3_docker-TimeLimitExceeded.py,80.8362369337979
