TalentID,YandexID,user_id_wave1,user_id_wave2
619454,1635013498,120478021,None
267926,1579943817,120549312,121447304
595288,1896827498,120546747,None
612788,786936313,120362867,None
599806,1061735099,120553460,None
645135,1374027894,120553350,None
599596,1451630761,120505473,None
622098,1526985008,120544574,None
537181,752413079,120561979,None
648537,1866903311,120547279,None
529902,1687482152,120519456,None
604376,376956949,120374100,None
646216,1673674285,120494843,None
515050,970343169,120432052,None
557094,1698253262,120555915,None
239762,343998294,120560955,None
26654,1469068820,120541776,121347375
516071,997298886,120544167,121291961
493405,1671717439,120425675,None
606217,1233667984,120551477,None
513970,1757453480,120453568,None
524006,1889250060,120331632,None
598106,1650670381,120326159,None
281893,1049366288,120458878,None
268439,1890940262,120561990,None
612409,1908538953,120395516,None
600985,2030379051,120555261,None
385768,1087716125,120542675,None
514934,1832330311,120514334,None
624961,1075050745,120544935,None
643129,1120685866,120339202,None
540224,1155146405,120558043,None
230583,1062615041,120441902,None
598574,604402121,120525848,None
239613,1013797161,120554649,None
492116,1130000021961651,120480091,None
636669,1841591081,120455503,None
380509,1079840112,120545288,None
599156,1045902444,120554847,None
627274,1999740472,120453333,None
627109,742258488,120477892,None
251740,1215188879,120495642,None
516058,843877169,120465260,None
239487,1430991709,120506407,121373408
608803,1562582604,120480989,None
234779,1828416878,120501659,None
597354,819920801,120328792,None
373780,1185822409,120509528,None
499456,1583239222,120554602,None
644177,1528803748,120537941,None
384486,1681857453,120543077,None
524664,2029786370,120417408,None
648363,2030305538,120543113,None
558180,1006166840,120551714,None
596500,966481436,120525107,121387996
541232,1094725173,120546439,None
22975,1062186579,120557277,None
401872,1562721848,120528104,None
526235,1438876480,120402292,121333463
591371,893542464,120334650,None
532873,1441018868,120502513,None
629568,1431952436,120548674,121390663
551962,1991886722,120477677,121370336
542836,1906101413,120544842,None
602512,702576411,120468736,121433068
598972,1048120851,120523791,None
631777,1765052824,120561951,None
593753,1943125930,120519670,121313554
627308,1082623150,120349112,None
645934,768771167,120515625,None
605251,1015699741,120494672,None
492037,1730493139,120497143,None
622057,1706451515,120548823,121435081
489291,2028246195,120397118,None
387956,1967041755,120542558,None
605692,2023844241,120349111,None
618275,1509995872,120494008,121382992
619330,1994426830,120347565,None
598090,1155809339,120553565,None
608801,1531532229,120527011,None
606341,2022129018,120510164,None
539350,907722247,120509474,None
251006,1063573010,120472626,None
541714,1975476196,120559402,None
642237,1883156213,120460442,None
641462,1908630827,120543001,None
605083,2023940542,120561455,None
500195,1005653000,120541353,None
615344,1089248998,120495733,None
613199,1130000061384366,120396174,None
390254,1369505058,120534054,121399550
397058,1083018150,120473329,None
242995,1625060620,120511423,None
645033,1760173729,120456956,None
492093,1321711076,120550847,None
405244,1625323581,120530320,None
143900,1354376923,120555310,121438382
614732,2030195032,120536136,121397146
629364,513259702,120362674,None
561678,1899456847,120469571,None
593740,578136433,120468974,None
444261,1888001247,120560523,None
383469,815927355,120512102,121434212
645348,1080694710,120462579,None
597647,1624678908,120449279,121410972
255489,1745751056,120543211,None
631546,1902501094,120559300,None
614999,2026632148,120337117,None
299342,961458407,120530073,None
601583,1218655787,120391677,None
565634,1003410702,120514665,None
492021,1699462563,120494581,None
308433,1918352411,120542309,None
242683,1545082455,120385491,121305694
647805,861322303,120521414,None
253858,1301396148,120371743,121298749
125934,2026227830,120562268,None
629949,2028296296,120523397,None
603934,1082613415,120519669,None
598050,1545607951,120546536,121447511
645017,1489743701,120458208,None
485393,1969192772,120481989,None
614399,1794414678,120558101,None
489065,1771006267,120558872,None
491084,1761631107,120494009,None
583205,963343266,120541126,None
601431,858117647,120386193,121424677
496243,1099316143,120474330,None
603777,1194516021,120479903,None
606258,1890393031,120472839,121345502
248459,2030151948,120523663,None
491518,1558744990,120557492,None
390112,1084587763,120552578,None
492587,1692317228,120557494,121354585
255222,1694111888,120460144,None
406661,750325850,120510960,None
536405,984971077,120550751,None
611520,515404628,120540978,None
627836,1851009848,120456407,None
643332,1939645740,120356540,None
626750,1536760327,120493647,None
35848,2028073167,120551213,None
381787,1111656207,120508613,None
431109,1470623851,120523763,None
245751,1172318040,120501531,None
604087,847592273,120548744,121406535
605396,1782920241,120540164,None
601557,1671125619,120485733,None
604434,957306090,120543861,121379796
393662,1368500237,120357759,None
411099,1703363521,120555312,121440122
611537,1693242061,120541039,None
377216,883231447,120344579,None
633842,901042367,120555457,121392835
189838,1050194762,120326547,None
382135,653723181,120562340,None
597905,1721676034,120554839,None
647239,1897822660,120501196,None
630831,1110169428,120457199,None
619234,1955014031,120347563,None
608440,1130000056787124,120549898,121302164
530801,1061090682,120554544,None
273826,1182808709,120547697,121423845
481732,1743911469,120527064,None
631078,805333169,120536643,None
397870,1722146650,120476906,None
242976,1860514632,120563047,None
647446,1883390868,120508612,None
392836,1402683049,120523246,None
389168,1015323839,120497092,121363814
645752,1920605826,120470432,None
617254,2005079446,120495904,None
611523,1993613749,120540987,None
633476,1777576886,120450597,None
648043,2030196927,120531946,121447334
492036,2028393625,120494537,None
596577,1496427715,120462918,None
622008,1647111021,120428279,None
603727,1904698348,120503040,None
253213,1781926805,120547748,121425703
273474,1405021609,120536049,None
380014,1784072740,120388836,None
415630,2001859771,120543456,None
600231,1697569182,120458157,None
646719,1251861780,120541775,121347431
43151,1437468345,120556444,None
593497,2029732526,120530706,121383092
424313,1743511381,120407776,121400454
498556,1310345428,120561449,None
644232,337096518,120425185,None
488808,1063787765,120451509,None
148016,1731728039,120555297,121438344
403798,1616270241,120413254,None
43810,1533574165,120431032,None
602593,1754532346,120553966,None
603164,1698780312,120546534,None
253762,928761674,120559550,None
126149,1994398631,120425674,None
628026,528419814,120385207,121305783
630417,1900457960,120453240,None
242831,1690188669,120480630,None
384797,1481603658,120542907,121411559
613100,1155331257,120541357,None
630797,1029170484,120559318,None
599173,432705933,120549989,None
415431,950213266,120562706,121439839
620808,1504643677,120337881,None
555212,1084521117,120555318,None
579333,1737394053,120380365,None
636077,1716250152,120541587,None
392920,1726741314,120541352,None
396323,2021527375,120499377,None
607741,1024403200,120553933,None
408046,1642043279,120416888,None
630857,1082611297,120529902,None
484738,1869622177,120544932,None
518425,2021718151,120562550,None
141971,1478736821,120484666,None
168501,1987153583,120477321,None
460355,1376339560,120519142,None
487334,1431906348,120546212,121412805
563558,1699888681,120484120,None
602441,2009741992,120460260,None
248607,1276959687,120383711,121364650
399136,2006633169,120432051,None
600202,2030421349,120562210,None
242983,962397513,120558677,None
392959,1297120845,120499836,None
411561,1765132431,120554457,None
607624,1477071051,120476848,121388198
636824,1690217245,120453103,None
649000,1833657524,120561791,None
601116,1907215604,120518671,None
131692,1787824308,120552603,None
648045,1062694452,120531708,None
601199,1002531601,120536978,121350472
603515,2028861045,120526196,None
516074,549410349,120546206,None
642918,1052936087,120483998,None
259296,32026248,120466952,None
483183,1088881410,120453360,None
628300,1368575582,120546707,None
644507,1130000064564908,120450060,None
514032,688531061,120532884,None
627776,1917359201,120550017,None
573908,1652879096,120498929,None
495331,895424940,120546729,None
629588,2028206833,120502670,None
504632,1474759519,120555319,121424274
614557,1018137603,120549023,121366834
512113,1060193211,120540152,121371950
627323,997851125,120420077,None
595456,1582702696,120517368,None
616018,1750229224,120363968,121356936
511350,1339760357,120385041,None
475441,976764133,120404682,None
239598,1238708578,120540425,None
490583,2025858708,120520388,None
189176,1475372196,120454017,None
618907,1186734116,120470015,121346059
636797,2029135543,120459448,None
614747,1354525882,120485376,None
484854,1683160343,120530925,None
644118,2029785216,120416567,None
511945,931418575,120540185,None
612659,1565788216,120408054,None
609951,1728100563,120497515,121447922
477725,1578770238,120432410,121399729
629778,1878324187,120533710,121396963
499338,1914691653,120550463,None
611527,1188753298,120540983,None
399907,1768274769,120369568,None
177922,1887139991,120362580,None
593245,2020422410,120460169,121419616
491078,1622271295,120485454,None
621799,1682572448,120544145,None
605409,1441863982,120473124,None
390031,1277267348,120371397,None
543065,1849586180,120496145,None
504830,1511087630,120554842,None
246234,544959067,120549646,None
627296,1706214856,120457704,None
635240,1891320325,120481364,None
613219,1214084519,120541781,None
617410,1893700612,120552978,None
612243,2025860075,120558554,121303663
613171,1671646579,120487028,None
599764,2023765755,120559734,121428006
548512,2028612051,120553727,None
598763,1111217418,120433247,None
607701,1155353133,120561214,None
618207,1471461098,120492597,None
406660,1023842207,120420930,None
516330,1999176312,120511385,None
539479,2028289043,120554791,None
382179,1294579517,120546145,None
589302,1589729106,120549021,None
598751,841273010,120411588,None
506398,2006028040,120548824,None
612495,1540669700,120373090,None
605113,2020341973,120561909,None
432079,1683118497,120536057,None
644169,1753691616,120560600,None
514063,1453619094,120535076,None
610891,1049171155,120552530,None
602442,1961330797,120529067,121402363
390407,1525362296,120545903,None
244018,1047107642,120501655,None
627203,1056893863,120507731,None
607243,782232432,120484063,None
643534,929752829,120559538,121393651
499115,570631895,120472752,121345018
611493,1885064537,120542687,None
604083,1890966172,120555454,121424684
255101,541721528,120528281,121430779
378164,844309753,120563468,121447753
496332,1939288176,120480038,None
492017,1415027313,120345575,None
251650,1095860522,120543107,None
541866,1268219758,120550458,None
614066,1535005738,120541122,None
582517,2028609300,120510556,121334214
526237,1893640246,120418340,121323442
149705,1704776775,120535432,121421794
243365,1681849055,120540443,None
618621,2030313060,120543923,None
241959,1407768976,120546216,None
611694,1819121777,120546213,None
592477,1525836243,120488717,None
391087,687932813,120554593,None
597358,1975762996,120554787,None
279598,1483308992,120502871,121373418
376844,1639011307,120326208,None
604568,1897976805,120502007,None
395564,906821318,120480767,None
608187,738233777,120545373,None
539472,2028283575,120327140,None
598116,1197392691,120480329,121358967
580136,1130600170,120468652,121443355
632172,1961574184,120412594,None
626791,742285067,120541887,None
596846,1901225043,120326018,121430806
515849,1397810387,120527867,None
598098,1210019729,120515448,None
139332,985838322,120532307,None
510266,1454259779,120542638,None
271813,2010855384,120503413,None
580127,1572044448,120528334,None
553064,864028516,120560032,None
603728,1488532950,120533037,None
376254,1935390469,120509637,None
592754,1944302523,120517027,None
534785,851216387,120387018,121348294
611534,1022018279,120541127,None
645202,1394145695,120548033,None
611524,1424648036,120540981,None
540992,1800234574,120553150,None
526803,1406319183,120524576,None
557450,2030079316,120509526,None
638134,2029224488,120453245,None
497808,1778362975,120546272,None
126794,1655507613,120496311,121402387
596470,1609021952,120557074,None
580048,721250689,120551080,None
601512,1632178845,120535290,121392671
646741,1744207239,120544985,None
634004,1815008368,120469432,None
639572,1963402407,120465777,121426521
413189,1683700030,120547396,None
504557,2020493650,120502005,None
539516,1212865390,120559555,None
615202,2025836433,120484288,None
598103,2017958522,120536600,None
504919,1675441025,120554831,None
492958,1827114998,120481159,None
601417,392464274,120548864,None
384829,1054384208,120542609,121335763
254517,1775551732,120554606,None
541763,10250608,120509953,None
598449,733808079,120469434,None
559761,1646983472,120354873,None
243336,927743487,120335352,121433043
43427,1015981995,120544166,None
491911,1971972859,120460364,None
304395,1902532257,120499205,None
389158,1393651484,120492424,None
242826,1506415606,120544573,None
308363,1137660222,120460619,None
577615,1212739880,120407893,None
262783,1432529537,120529267,121400517
424606,1727112908,120453368,None
524615,1723932398,120541358,None
254594,1885749503,120425305,None
414208,1671747842,120460395,121418598
596540,992743929,120555106,121387618
209650,1429284228,120362828,None
311993,1724284013,120386715,121346776
376154,1690053909,120504273,None
644185,2021317474,120538295,None
398834,1552173504,120527909,None
513396,1077517846,120450383,121318692
99809,197827179,120499274,None
623398,1191860018,120469473,121345109
623121,1594454663,120457453,None
261253,1775994368,120550750,None
387149,1711995267,120499651,None
407431,1317188251,120453247,None
543124,1431685904,120484061,None
575270,2028132082,120543437,None
279603,1502038931,120505177,121387486
144088,1130000043931190,120561552,None
404885,1725053629,120551211,None
645075,1538198303,120457763,None
199722,1715585815,120534319,None
616477,1498628322,120459818,121369789
612408,1895531435,120395515,None
511662,1933336060,120535381,None
439677,782115632,120558108,121335827
472199,1703937564,120510639,None
492025,775700391,120494126,None
242723,2029908748,120480649,None
629933,2028293567,120549816,None
503228,1946407097,120562545,None
128181,1398586853,120543079,121290363
644001,2030124622,120517060,None
635924,1714141082,120503415,None
629636,1017740974,120453236,None
615962,1484931217,120546714,None
648622,1903971289,120548509,None
595246,1606755520,120468346,None
416765,1958720119,120329342,None
492027,797463179,120509857,None
628904,1543526539,120369902,None
605109,1013166483,120540428,None
481774,780526607,120465141,None
599769,2026465823,120562186,None
611613,1848661954,120542831,None
598054,1727314508,120563645,None
453093,203006414,120502264,None
312404,1055166823,120554598,None
615639,2028393473,120501444,None
525901,2022621534,120528524,None
133176,1741128945,120516491,None
515516,1723591757,120525074,121314213
529090,1746094141,120487469,None
378720,738180426,120395876,None
483875,1694828461,120534675,None
595451,1244530689,120523792,121372981
528029,1297157734,120547284,None
402665,836475315,120342503,None
598049,1511521737,120561078,None
137804,1260300396,120560969,121369696
643354,1998344974,120362413,None
382577,2025442184,120502649,None
509862,1511896842,120557525,None
646837,1087620565,120493771,None
611541,1517238182,120540980,None
23858,2028172409,120551169,None
601365,1046054635,120523465,None
626831,1797862990,120493849,None
619130,1778002679,120476663,121433621
612549,676625426,120345663,None
515640,1941335465,120541365,None
249880,987075662,120523667,None
412887,1781111317,120468375,121392908
388048,1889609081,120561843,None
253810,1568684916,120505909,121373412
310186,858804563,120518220,121355561
632095,2028554769,120465051,None
490574,1557630885,120519274,None
603069,2026482170,120492192,None
627339,816794105,120558335,None
597555,1964017540,120460440,121354076
552068,317099852,120477703,121370334
632716,566216098,120557910,None
625397,2006195669,120345719,None
615103,2030159950,120525236,None
621020,1045962305,120460262,121413694
519989,1966839452,120499568,None
208107,858032811,120548246,None
284626,724746264,120548044,None
145507,740459866,120554541,None
604014,1078166938,120561823,None
592344,1706823427,120556935,None
598096,1161754797,120532682,None
394331,1393557485,120507991,None
276566,2029050682,120532590,None
269236,1155062167,120554257,121414163
636767,1948911219,120457382,None
607239,592541133,120484012,None
593826,676296705,120510864,121314304
499188,2028566175,120356589,121358301
592301,1862795638,120543308,None
602945,2028647330,120560026,None
535624,1966567986,120541036,None
384866,1571611488,120542814,None
607577,2029270407,120375324,None
494845,1636171449,120514160,None
635656,1042024671,120514885,None
600959,1408415213,120419690,121424564
532626,1188999824,120527431,121429248
614585,2025715331,120561279,None
310852,1941870595,120544081,None
634394,2028890245,120550685,None
515202,1160352961,120557642,121365339
389964,1592018903,120561501,None
502634,1410863097,120557586,None
430919,1448408470,120558845,None
421037,1813136055,120453331,None
269405,1783906305,120465168,121414578
613361,1979300775,120460143,121414034
505362,684628959,120513612,None
513705,1186210651,120329021,None
389217,1553029808,120525003,None
518137,1753343298,120542329,None
607773,1076426702,120471070,None
390188,1126260862,120494816,None
530163,2030025584,120496721,None
30100,790565895,120477094,None
381717,1015186092,120527539,None
605107,1901065668,120517486,None
489865,1685908350,120544058,None
615762,1442896462,120468861,None
575639,1692623803,120525229,None
511235,781393635,120518287,None
242068,2018596000,120550693,121423748
600666,1592642500,120499152,None
615369,1225464670,120498270,None
636317,1616571033,120563046,None
125840,1682570043,120503793,None
613360,2678449,120398448,None
598825,1372084594,120524506,None
505377,876825863,120518379,None
628045,1717357720,120551636,None
257556,1959128621,120558363,None
394631,1435217649,120535997,None
602895,1488802928,120534529,None
596977,384145567,120509424,None
623488,1753752491,120552516,None
605314,1698084689,120460394,None
615038,1228588590,120550868,None
600319,2030206492,120533678,None
616056,2029909277,120460414,121418593
267592,1210975582,120514540,121392485
253144,1004323734,120543014,None
456642,879478469,120549946,None
495777,1884176050,120499153,None
601334,1963299709,120547148,None
616048,1988314567,120545698,None
261450,1526838788,120535086,121407700
580819,1130157263,120455046,None
597903,1303662431,120459227,121336778
414240,1562151942,120326832,None
409082,1950555090,120481181,None
613548,953311506,120423293,None
631717,1765563358,120488802,121364574
610238,2025674918,120503770,121289397
490061,1854307008,120561260,None
505727,931406084,120544045,None
600156,1540848472,120531161,None
392979,1937239702,120557493,None
489783,1980156414,120557695,None
397382,1637746774,120534746,None
592727,2018560875,120517030,None
402098,1534359500,120542709,None
498442,1476989360,120542980,None
146547,1732227848,120555300,None
506122,2029909150,120460398,121420066
385375,1889900891,120542640,None
611019,1877922091,120548440,121380235
614768,1183607902,120516545,None
471455,1418723086,120534032,None
630507,2004612642,120563190,None
298784,1194884201,120477705,121435854
388871,1652964936,120472838,121345529
246114,1006611003,120545289,None
517440,1407860351,120477631,None
563316,1889226888,120529764,None
610656,528679686,120521043,None
598776,2003725290,120516296,121354626
607628,1412805007,120457008,121387495
434773,1689436087,120499033,None
597148,1659259852,120554332,None
313660,1284541541,120504132,None
546577,1814765303,120557214,None
630218,2029132011,120453244,None
275094,528170386,120527130,121427307
577927,991769444,120457828,None
537922,1872848902,120453614,None
645057,2023076218,120458773,None
596663,1045497269,120454056,None
600711,873630133,120551165,None
619598,1737396201,120531457,None
628561,2030352338,120549942,None
606022,1653365748,120501195,None
599784,1500133318,120485732,None
399148,1713582334,120535272,None
252486,2030090462,120537980,121369250
599298,1553563318,120559351,None
648821,1746755809,120557077,None
609633,959244953,120487243,None
407899,658450561,120506381,None
534184,1087701704,120562738,None
639658,2024248721,120463762,None
599346,2019310870,120356740,121443539
628635,754730771,120414168,None
593121,1885407093,120516822,None
499844,546571369,120526195,None
601103,1583962321,120550170,None
648007,608623423,120544848,None
516163,1652064748,120534527,121438672
614589,1580891464,120517371,None
646269,2029971205,120495609,None
592569,1230870420,120370893,121323253
637396,1591383351,120449237,121410971
414223,1871534138,120559197,121438676
398188,1667882130,120504904,None
290955,2027616674,120451369,None
607380,1447066496,120524589,None
485856,1950713642,120332128,None
597438,1063155298,120542600,None
386395,1983496429,120542560,None
609925,1482054219,120462607,121427446
598414,936550762,120498091,None
614304,872690432,120462606,121427438
609569,1921576170,120471011,None
378184,1591951828,120542998,None
506221,542108285,120517033,None
637887,1672715387,120535431,None
602112,855452464,120552679,None
647574,2030089075,120511266,None
610398,1062655217,120545462,None
627902,2028750643,120452335,None
647014,1948626652,120543932,None
598024,949371829,120529936,None
233114,1090231298,120364521,None
609984,1482047768,120462604,121427131
605766,1061855391,120563639,None
511397,1133014685,120453483,None
492078,1547323983,120549049,None
629344,1866034234,120544863,None
253159,1638226453,120542682,None
619237,515879781,120412341,121403172
629688,1682825922,120509825,None
648795,2030375184,120554656,None
646308,2029974171,120483182,None
417261,1037214989,120544074,121291963
600122,978614211,120554838,None
390450,1732212115,120546502,None
410847,2011054629,120560343,121439702
263615,1668863583,120500852,None
619640,1046645515,120523798,121372835
435907,15606986,120490932,121392918
588866,1532354599,120542156,None
629785,1904430254,120515095,None
593557,1038436155,120513761,121378915
577621,1512841174,120388436,None
453468,122670939,120545574,None
506358,1519600694,120546753,None
62234,1142341423,120501633,None
518105,1950185775,120543053,None
492008,921027408,120548707,None
616602,2026652742,120332801,None
457308,1491346560,120548109,None
631978,1393363548,120515287,None
564529,1826319871,120477977,None
391382,1768889485,120542689,121342190
487998,1957969936,120494095,None
371568,1052394351,120453305,None
622176,1670357218,120536607,121331987
518173,1198797853,120379588,121327791
483185,1023673150,120453615,None
598985,1474438150,120455378,None
125808,807448831,120562124,121443385
308373,1025557490,120460603,None
253384,1949442487,120543328,None
600965,1429279952,120358567,None
136061,1488036601,120399282,None
599314,2026888740,120459820,121367161
637382,1545087380,120477509,None
595815,1756530466,120515861,None
484833,1982416277,120465140,None
647946,1571719442,120527037,None
611571,1740404444,120547250,None
384398,844299946,120510733,121446373
285947,1529404337,120508573,None
561597,1887408318,120469479,121445314
390884,1882268743,120552657,None
613235,1173293770,120558413,None
391901,1817223277,120548043,None
318607,1454078022,120521422,None
610592,1592581577,120482028,None
622058,2029132159,120546711,None
552139,1063069258,120515184,None
611587,944577949,120542972,None
607856,1476941867,120555455,None
